;Coffee;Coffee_late;Exercise;Exercise late;Phone activity;Noise;Relaxed;Sleep Score
663;-1;0;1;1;-1;1;1;100
664;-1;0;-1;0;1;-1;1;80
665;-1;0;1;1;-1;-1;1;100
666;1;-1;1;-1;1;-1;-1;99
667;-1;0;1;-1;-1;-1;-1;100
668;-1;0;1;-1;-1;1;-1;100
669;1;1;-1;0;1;-1;1;66
670;-1;0;-1;0;1;-1;-1;76
671;-1;0;1;1;-1;-1;-1;100
672;1;-1;1;1;1;1;1;97
673;1;1;-1;0;1;1;-1;36
674;1;1;1;1;1;1;-1;34
675;-1;0;-1;0;-1;1;-1;83
676;-1;0;-1;0;-1;-1;1;100
677;1;-1;-1;0;-1;1;-1;100
678;-1;0;1;1;-1;-1;-1;100
679;-1;0;-1;0;1;-1;1;96
680;1;-1;-1;0;1;-1;1;85
681;1;-1;-1;0;1;-1;1;100
682;-1;0;-1;0;1;-1;1;94
683;1;1;-1;0;1;1;-1;29
684;1;1;1;1;-1;1;-1;100
685;-1;0;-1;0;-1;-1;1;100
686;-1;0;-1;0;-1;-1;-1;98
687;-1;0;-1;0;1;1;1;58
688;1;-1;1;1;-1;-1;1;100
689;-1;0;1;-1;1;1;1;76
690;1;1;-1;0;-1;1;-1;60
691;1;1;-1;0;1;1;1;41
692;-1;0;1;-1;-1;1;-1;100
693;1;1;1;-1;1;-1;-1;59
694;1;-1;-1;0;-1;1;1;100
695;1;-1;1;-1;1;1;-1;75
696;1;-1;-1;0;-1;1;-1;100
697;-1;0;-1;0;1;1;-1;45
698;1;1;-1;0;1;-1;1;75
699;1;-1;1;1;-1;1;-1;100
700;-1;0;1;1;-1;-1;1;100
701;-1;0;-1;0;1;-1;-1;50
702;-1;0;1;1;-1;-1;1;100
703;-1;0;1;-1;-1;1;-1;100
704;-1;0;1;-1;1;1;1;70
705;-1;0;1;1;1;1;1;93
706;1;1;1;1;1;1;1;68
707;-1;0;1;1;-1;-1;1;100
708;-1;0;1;-1;-1;-1;1;100
709;1;1;1;1;1;1;-1;45
710;-1;0;1;1;1;-1;-1;90
711;1;-1;1;1;-1;-1;1;100
712;-1;0;1;-1;-1;1;1;100
713;-1;0;1;1;-1;-1;-1;100
714;-1;0;-1;0;1;-1;1;92
715;1;-1;1;1;1;1;-1;78
716;-1;0;1;-1;-1;1;1;100
717;1;-1;1;-1;-1;1;1;100
718;1;1;1;-1;-1;-1;-1;85
719;1;1;-1;0;1;1;-1;40
720;1;-1;-1;0;-1;1;1;100
721;1;-1;-1;0;1;-1;1;100
722;1;-1;1;-1;1;1;-1;83
723;1;1;-1;0;-1;-1;1;100
724;-1;0;-1;0;1;1;1;60
725;-1;0;-1;0;1;1;-1;71
726;1;-1;-1;0;1;-1;1;100
727;-1;0;1;-1;1;-1;1;100
728;-1;0;1;-1;1;1;1;89
729;1;-1;1;-1;-1;-1;-1;100
730;1;-1;-1;0;-1;1;1;100
731;1;1;1;1;1;-1;1;67
732;-1;0;-1;0;1;-1;-1;51
733;1;-1;1;-1;-1;1;1;100
734;1;1;-1;0;1;-1;-1;41
735;1;-1;1;1;-1;1;1;100
736;1;-1;-1;0;-1;1;1;100
737;-1;0;1;1;1;1;-1;58
738;1;-1;-1;0;1;-1;1;100
739;-1;0;1;-1;-1;-1;1;100
740;1;-1;-1;0;1;1;-1;76
741;-1;0;1;-1;1;1;1;93
742;-1;0;1;-1;1;-1;-1;93
743;-1;0;-1;0;1;1;-1;58
744;-1;0;1;1;1;1;1;78
745;1;-1;-1;0;1;1;-1;61
746;-1;0;-1;0;1;-1;1;90
747;-1;0;-1;0;-1;-1;1;100
748;-1;0;1;1;-1;-1;1;100
749;-1;0;1;-1;1;-1;1;100
750;-1;0;-1;0;-1;-1;1;100
751;1;1;1;1;-1;-1;1;100
752;-1;0;-1;0;-1;1;1;100
753;1;1;1;-1;1;-1;1;84
754;1;1;-1;0;-1;1;1;93
755;1;-1;1;-1;-1;1;-1;100
756;-1;0;1;1;1;-1;1;84
757;-1;0;1;-1;-1;-1;-1;100
758;-1;0;-1;0;-1;1;1;100
759;1;1;-1;0;-1;1;1;100
760;1;1;1;1;1;-1;1;51
761;1;-1;-1;0;1;-1;1;100
762;-1;0;1;1;-1;1;-1;100
763;1;-1;1;1;-1;-1;1;100
764;-1;0;1;1;1;1;-1;51
765;-1;0;1;1;1;-1;1;87
766;1;1;1;-1;1;1;1;80
767;1;1;-1;0;1;1;1;77
768;1;1;-1;0;1;1;-1;32
769;1;-1;1;1;1;-1;-1;100
770;1;-1;1;-1;-1;1;-1;100
771;-1;0;-1;0;1;-1;1;73
772;-1;0;-1;0;1;-1;1;78
773;1;-1;1;-1;-1;1;-1;100
774;1;1;-1;0;-1;1;-1;53
775;-1;0;-1;0;1;-1;1;80
776;-1;0;1;-1;-1;1;-1;98
777;-1;0;1;1;1;-1;1;97
778;1;-1;1;1;1;1;1;98
779;1;-1;1;-1;-1;1;-1;100
780;-1;0;1;-1;-1;-1;-1;100
781;-1;0;-1;0;-1;1;-1;100
782;-1;0;1;-1;1;-1;-1;100
783;1;1;-1;0;-1;-1;-1;67
784;-1;0;-1;0;-1;1;-1;85
785;1;-1;-1;0;1;-1;1;94
786;1;1;-1;0;-1;1;1;100
787;1;1;1;1;1;-1;1;54
788;-1;0;-1;0;1;-1;-1;77
789;1;1;-1;0;-1;-1;-1;76
790;-1;0;1;1;1;1;1;69
791;-1;0;-1;0;-1;-1;-1;100
792;-1;0;-1;0;-1;-1;1;100
793;1;1;1;1;-1;-1;-1;100
794;-1;0;-1;0;1;-1;1;100
795;1;-1;1;1;-1;1;1;100
796;-1;0;1;1;-1;-1;1;100
797;-1;0;1;-1;1;1;-1;68
798;1;1;-1;0;1;1;1;47
799;-1;0;1;1;-1;-1;-1;100
800;1;1;1;1;1;-1;-1;52
801;-1;0;1;-1;-1;1;1;100
802;1;1;-1;0;1;-1;-1;39
803;1;-1;1;-1;1;-1;1;98
804;-1;0;1;1;-1;1;1;100
805;1;-1;-1;0;-1;1;-1;100
806;-1;0;1;1;1;-1;1;100
807;1;1;-1;0;-1;-1;1;99
808;-1;0;-1;0;-1;-1;1;100
809;-1;0;-1;0;1;-1;-1;60
810;1;-1;-1;0;1;-1;-1;85
811;1;1;1;1;-1;-1;-1;100
812;-1;0;1;1;-1;1;1;100
813;1;-1;-1;0;-1;1;-1;100
814;1;-1;1;-1;-1;-1;1;100
815;-1;0;-1;0;1;-1;-1;80
816;-1;0;-1;0;-1;1;-1;71
817;1;-1;-1;0;-1;-1;1;100
818;1;-1;1;1;-1;-1;-1;100
819;-1;0;1;-1;-1;-1;1;100
820;-1;0;1;-1;-1;-1;-1;100
821;-1;0;1;1;-1;-1;-1;100
822;1;1;-1;0;1;-1;-1;63
823;1;1;-1;0;1;1;1;50
824;1;-1;1;1;-1;-1;-1;100
825;-1;0;-1;0;-1;1;1;100
826;1;1;1;1;1;-1;-1;75
827;-1;0;-1;0;-1;1;-1;80
828;-1;0;-1;0;1;1;-1;56
829;-1;0;-1;0;1;-1;1;75
830;1;-1;1;-1;-1;1;-1;100
831;1;1;1;1;1;1;-1;71
832;-1;0;1;-1;-1;1;1;100
833;-1;0;-1;0;1;-1;1;77
834;-1;0;-1;0;1;1;1;58
835;1;-1;1;-1;-1;-1;-1;100
836;-1;0;1;-1;1;-1;1;100
837;1;1;1;1;-1;1;-1;76
838;-1;0;-1;0;1;-1;1;78
839;1;1;-1;0;-1;1;-1;66
840;1;1;1;-1;-1;1;1;100
841;1;1;-1;0;-1;1;-1;83
842;1;-1;1;-1;-1;1;1;100
843;-1;0;-1;0;-1;-1;-1;100
844;1;1;1;-1;-1;-1;1;100
845;-1;0;1;-1;-1;1;-1;100
846;1;1;1;1;-1;1;1;97
847;-1;0;1;1;-1;1;-1;100
848;1;-1;-1;0;1;1;1;86
849;1;1;-1;0;1;1;1;39
850;-1;0;1;-1;-1;1;-1;100
851;-1;0;1;-1;1;1;-1;74
852;1;-1;-1;0;1;-1;-1;56
853;1;-1;-1;0;1;-1;1;85
854;1;-1;-1;0;-1;1;1;100
855;1;-1;-1;0;-1;1;1;100
856;1;1;-1;0;-1;1;1;100
857;-1;0;1;-1;-1;-1;-1;100
858;-1;0;1;-1;-1;-1;-1;100
859;1;-1;1;-1;1;1;1;100
860;1;-1;-1;0;-1;-1;-1;100
861;1;1;-1;0;-1;-1;-1;87
862;1;-1;-1;0;-1;-1;-1;100
863;1;1;1;1;1;-1;-1;70
864;1;-1;-1;0;-1;1;1;100
865;-1;0;-1;0;-1;-1;-1;99
866;-1;0;1;1;-1;-1;1;100
867;-1;0;1;-1;-1;-1;1;100
868;-1;0;-1;0;-1;1;-1;95
869;1;1;-1;0;-1;-1;-1;89
870;1;-1;1;1;-1;-1;1;100
871;-1;0;1;-1;-1;-1;-1;100
872;1;1;1;1;1;-1;1;83
873;-1;0;-1;0;1;1;-1;58
874;-1;0;1;1;1;-1;-1;82
875;-1;0;-1;0;-1;1;1;100
876;1;1;1;-1;1;1;1;75
877;-1;0;1;1;-1;-1;1;100
878;1;-1;-1;0;1;1;1;96
879;1;1;-1;0;-1;-1;1;100
880;-1;0;1;-1;1;-1;1;100
881;1;-1;1;-1;-1;1;1;100
882;1;1;1;-1;1;-1;-1;51
883;-1;0;-1;0;1;-1;1;83
884;1;-1;1;1;-1;1;-1;100
885;1;-1;1;1;1;-1;1;100
886;1;-1;1;-1;-1;-1;-1;100
887;1;-1;1;1;1;1;1;92
888;1;1;-1;0;1;1;-1;25
889;-1;0;-1;0;1;-1;-1;54
890;-1;0;1;1;-1;-1;-1;100
891;1;1;-1;0;1;-1;-1;73
892;-1;0;-1;0;1;1;1;72
893;-1;0;1;1;-1;1;-1;92
894;1;1;-1;0;-1;-1;-1;98
895;1;1;1;1;1;1;-1;37
896;-1;0;-1;0;-1;-1;-1;100
897;-1;0;-1;0;-1;-1;1;100
898;-1;0;1;1;1;1;1;78
899;-1;0;1;1;1;1;1;73
900;1;1;1;1;-1;1;1;100
901;1;-1;1;1;-1;1;1;100
902;-1;0;1;1;1;-1;-1;80
903;1;-1;-1;0;1;-1;1;100
904;-1;0;1;1;1;-1;-1;90
905;-1;0;-1;0;1;1;1;64
906;1;-1;1;1;1;1;-1;97
907;1;-1;1;-1;-1;1;1;100
908;1;-1;-1;0;-1;1;1;100
909;1;1;-1;0;-1;1;-1;100
910;1;1;1;1;1;-1;1;99
911;-1;0;1;-1;1;-1;1;100
912;-1;0;1;1;1;1;1;74
913;-1;0;-1;0;-1;1;-1;100
914;-1;0;-1;0;-1;1;1;100
915;1;-1;-1;0;1;-1;-1;60
916;1;-1;1;-1;1;1;-1;71
917;1;1;-1;0;1;1;-1;44
918;-1;0;1;1;-1;1;1;100
919;-1;0;1;1;-1;1;1;100
920;1;-1;1;-1;-1;-1;1;100
921;1;1;1;1;-1;1;-1;80
922;-1;0;-1;0;1;-1;1;72
923;1;-1;1;-1;-1;1;-1;100
924;1;-1;1;1;1;1;1;98
925;1;-1;-1;0;-1;1;-1;100
926;-1;0;-1;0;-1;1;-1;83
927;-1;0;-1;0;-1;1;1;100
928;-1;0;-1;0;1;1;-1;42
929;-1;0;1;1;1;-1;1;100
930;-1;0;1;-1;-1;-1;1;100
931;1;-1;-1;0;-1;1;1;100
932;1;1;-1;0;-1;-1;1;100
933;1;-1;1;1;1;-1;1;100
934;-1;0;1;-1;-1;1;1;100
935;1;1;1;-1;1;-1;1;100
936;1;1;1;-1;-1;-1;1;100
937;1;1;1;1;1;1;-1;46
938;-1;0;1;1;-1;-1;1;100
939;1;1;-1;0;1;1;-1;48
940;-1;0;-1;0;1;-1;-1;90
941;1;1;1;-1;-1;1;-1;95
942;-1;0;-1;0;-1;-1;1;100
943;-1;0;1;1;-1;-1;1;100
944;-1;0;-1;0;1;-1;1;95
945;1;1;1;-1;1;1;1;72
946;-1;0;1;-1;-1;-1;1;100
947;1;-1;1;1;-1;-1;1;100
948;1;1;-1;0;1;-1;-1;46
949;-1;0;-1;0;-1;-1;1;100
950;-1;0;-1;0;1;1;-1;53
951;1;-1;1;1;1;1;-1;82
952;1;1;1;-1;1;1;-1;46
953;1;1;-1;0;-1;1;1;75
954;1;-1;-1;0;-1;1;-1;100
955;1;-1;1;1;1;1;1;100
956;1;-1;-1;0;1;-1;1;100
957;-1;0;1;-1;1;-1;1;100
958;1;1;-1;0;-1;-1;-1;79
959;1;-1;1;1;1;-1;1;100
960;-1;0;1;1;-1;-1;1;100
961;-1;0;-1;0;-1;1;-1;100
962;1;-1;1;1;-1;1;-1;100
963;1;1;1;1;1;-1;-1;62
964;1;1;1;-1;-1;-1;1;100
965;1;-1;1;1;1;1;1;98
966;-1;0;-1;0;1;-1;-1;77
967;1;-1;-1;0;1;-1;-1;78
968;1;-1;1;-1;-1;-1;-1;100
969;1;-1;1;1;-1;-1;1;100
970;-1;0;-1;0;1;1;1;69
971;1;1;-1;0;-1;1;1;100
972;-1;0;1;1;-1;-1;1;100
973;1;1;-1;0;1;1;1;45
974;-1;0;-1;0;-1;1;-1;95
975;-1;0;-1;0;1;1;1;79
976;1;1;-1;0;1;1;-1;23
977;-1;0;1;1;1;-1;1;90
978;1;-1;1;-1;1;1;-1;100
979;1;-1;1;-1;1;-1;1;100
980;-1;0;-1;0;-1;1;-1;100
981;-1;0;1;1;-1;1;-1;100
982;1;-1;1;-1;-1;1;-1;100
983;-1;0;-1;0;1;-1;-1;80
984;1;-1;-1;0;1;-1;1;100
985;-1;0;1;-1;1;-1;-1;74
986;-1;0;-1;0;1;1;-1;45
987;-1;0;1;-1;-1;-1;1;100
988;-1;0;-1;0;-1;-1;-1;97
989;-1;0;1;-1;-1;-1;-1;100
990;-1;0;-1;0;-1;-1;-1;100
991;-1;0;-1;0;1;-1;1;80
992;1;-1;-1;0;-1;1;-1;87
993;1;-1;1;-1;1;1;1;100
994;-1;0;1;-1;-1;-1;1;100
995;-1;0;-1;0;1;1;-1;65
996;1;-1;1;1;1;-1;1;98
997;1;-1;-1;0;-1;1;1;100
998;1;1;-1;0;1;1;1;51
999;1;1;-1;0;-1;-1;-1;92
1000;1;1;-1;0;-1;-1;-1;86
1001;-1;0;1;1;-1;-1;1;100
1002;-1;0;1;1;-1;-1;-1;100
1003;1;1;1;1;-1;1;1;100
1004;1;1;1;-1;-1;-1;1;100
1005;-1;0;1;-1;1;-1;-1;76
1006;1;-1;-1;0;-1;1;1;100
1007;-1;0;-1;0;1;1;1;79
1008;-1;0;1;-1;1;-1;1;100
1009;1;1;-1;0;1;1;-1;41
1010;-1;0;1;-1;1;-1;-1;93
1011;-1;0;-1;0;1;-1;1;100
1012;-1;0;-1;0;1;1;-1;54
1013;1;1;1;-1;-1;1;-1;100
1014;-1;0;1;-1;1;1;-1;80
1015;1;1;1;1;1;1;-1;47
1016;1;-1;-1;0;1;1;-1;85
1017;-1;0;1;1;-1;-1;1;100
1018;-1;0;-1;0;-1;-1;-1;100
1019;-1;0;1;-1;1;-1;1;100
1020;1;1;1;1;-1;-1;-1;97
1021;1;1;-1;0;-1;-1;-1;100
1022;-1;0;-1;0;-1;-1;1;100
1023;1;-1;-1;0;1;1;-1;52
1024;1;-1;-1;0;-1;1;-1;100
1025;-1;0;1;-1;-1;1;-1;100
1026;1;1;1;1;1;1;-1;25
1027;1;1;-1;0;1;-1;-1;53
1028;-1;0;1;1;1;1;-1;63
1029;-1;0;-1;0;-1;-1;-1;100
1030;1;1;1;-1;-1;1;1;100
1031;-1;0;1;-1;1;1;-1;64
1032;1;1;-1;0;-1;-1;1;100
1033;1;-1;1;1;1;1;-1;62
1034;1;1;1;-1;-1;1;1;94
1035;-1;0;-1;0;-1;-1;-1;100
1036;1;-1;-1;0;-1;1;1;100
1037;1;1;1;1;-1;-1;1;100
1038;-1;0;1;1;1;1;-1;65
1039;1;1;-1;0;-1;1;-1;60
1040;-1;0;-1;0;-1;-1;1;100
1041;1;-1;-1;0;1;1;-1;70
1042;1;1;-1;0;1;1;1;51
1043;1;1;1;-1;1;-1;-1;57
1044;-1;0;-1;0;-1;1;-1;81
1045;1;-1;-1;0;1;-1;1;100
1046;-1;0;-1;0;-1;1;-1;93
1047;-1;0;1;1;1;-1;-1;87
1048;1;-1;-1;0;1;1;-1;67
1049;-1;0;1;-1;1;-1;-1;81
1050;-1;0;-1;0;1;1;-1;76
1051;-1;0;1;-1;1;1;-1;51
1052;1;-1;-1;0;-1;1;-1;86
1053;1;1;-1;0;1;-1;1;53
1054;-1;0;-1;0;-1;1;1;100
1055;-1;0;-1;0;-1;1;1;100
1056;-1;0;-1;0;1;1;1;81
1057;1;-1;-1;0;1;-1;-1;98
1058;1;-1;-1;0;1;1;-1;62
1059;1;-1;-1;0;-1;-1;-1;100
1060;-1;0;1;1;-1;1;1;100
1061;-1;0;1;-1;1;1;-1;77
1062;1;1;1;1;1;-1;1;84
1063;-1;0;-1;0;1;1;1;58
1064;1;1;-1;0;-1;-1;1;100
1065;-1;0;1;1;1;1;-1;58
1066;-1;0;-1;0;-1;-1;-1;100
1067;1;1;1;-1;1;-1;1;98
1068;1;-1;1;-1;1;-1;1;100
1069;-1;0;1;1;-1;1;-1;100
1070;-1;0;1;1;1;1;-1;63
1071;-1;0;-1;0;-1;1;1;100
1072;-1;0;-1;0;-1;1;-1;99
1073;1;-1;1;1;1;1;1;92
1074;-1;0;-1;0;-1;1;1;100
1075;-1;0;1;-1;1;-1;-1;84
1076;1;-1;-1;0;1;1;1;100
1077;1;1;1;1;-1;1;-1;100
1078;-1;0;-1;0;-1;-1;1;100
1079;1;-1;-1;0;-1;1;1;100
1080;-1;0;-1;0;1;-1;-1;75
1081;-1;0;-1;0;1;1;-1;53
1082;-1;0;1;-1;1;-1;1;100
1083;1;-1;1;-1;-1;1;-1;100
1084;-1;0;1;1;-1;-1;-1;100
1085;-1;0;1;-1;-1;-1;1;100
1086;1;1;-1;0;-1;-1;1;100
1087;1;1;-1;0;1;-1;1;25
1088;-1;0;1;1;1;1;-1;45
1089;1;-1;-1;0;1;1;1;86
1090;-1;0;-1;0;1;-1;1;91
1091;-1;0;-1;0;-1;-1;-1;100
1092;1;-1;1;1;-1;1;1;100
1093;-1;0;1;1;1;-1;-1;89
1094;1;-1;-1;0;-1;-1;1;100
1095;-1;0;1;-1;1;-1;-1;89
1096;1;1;1;1;1;1;-1;60
1097;-1;0;1;1;1;-1;-1;95
1098;-1;0;-1;0;-1;1;1;100
1099;-1;0;-1;0;-1;1;1;100
1100;-1;0;1;-1;-1;1;1;100
1101;1;1;-1;0;-1;-1;1;100
1102;-1;0;1;1;1;1;-1;61
1103;1;1;1;-1;-1;1;-1;100
1104;-1;0;1;1;1;-1;1;100
1105;1;-1;-1;0;-1;-1;-1;100
1106;1;-1;1;1;-1;-1;-1;100
1107;1;1;1;1;1;1;-1;52
1108;1;-1;1;-1;1;1;-1;100
1109;1;-1;1;1;1;-1;1;100
1110;1;1;1;-1;1;-1;1;83
1111;1;-1;1;-1;-1;1;1;100
1112;1;1;1;1;-1;1;1;100
1113;1;-1;1;1;1;-1;1;100
1114;-1;0;-1;0;-1;1;-1;97
1115;1;-1;-1;0;1;-1;1;100
1116;-1;0;-1;0;1;1;-1;42
1117;-1;0;-1;0;1;1;1;65
1118;-1;0;1;1;-1;1;-1;100
1119;-1;0;1;1;-1;-1;-1;100
1120;-1;0;-1;0;-1;-1;-1;100
1121;1;1;-1;0;-1;-1;-1;100
1122;-1;0;1;-1;-1;-1;1;100
1123;1;1;-1;0;-1;1;1;100
1124;1;-1;1;1;-1;-1;1;100
1125;-1;0;1;1;-1;1;1;100
1126;1;1;1;-1;-1;-1;1;100
1127;-1;0;-1;0;-1;1;1;93
1128;1;-1;1;-1;1;-1;1;100
1129;-1;0;-1;0;-1;1;1;100
1130;-1;0;-1;0;1;1;-1;59
1131;-1;0;1;1;-1;1;-1;100
1132;-1;0;-1;0;1;-1;1;67
1133;-1;0;-1;0;-1;1;-1;82
1134;1;-1;-1;0;1;-1;1;100
1135;-1;0;-1;0;-1;1;-1;100
1136;1;1;-1;0;-1;-1;1;100
1137;1;1;1;1;1;-1;-1;77
1138;1;1;1;-1;-1;1;-1;100
1139;1;1;1;-1;-1;-1;1;100
1140;1;1;1;-1;1;-1;1;94
1141;1;1;-1;0;1;-1;-1;43
1142;-1;0;-1;0;-1;-1;-1;100
1143;1;-1;-1;0;1;1;1;70
1144;1;-1;-1;0;1;1;1;77
1145;1;1;-1;0;-1;-1;1;100
1146;1;1;1;-1;1;1;1;46
1147;-1;0;1;1;1;1;-1;63
1148;1;-1;-1;0;1;-1;-1;100
1149;1;1;1;1;1;-1;1;84
1150;-1;0;1;1;-1;1;1;100
1151;1;-1;-1;0;1;-1;-1;100
1152;1;-1;-1;0;-1;1;1;100
1153;1;1;1;1;-1;-1;-1;100
1154;1;-1;-1;0;-1;-1;-1;100
1155;1;1;-1;0;-1;1;1;86
1156;-1;0;1;-1;-1;1;-1;100
1157;1;1;1;1;-1;-1;-1;100
1158;-1;0;1;1;1;1;1;86
1159;-1;0;-1;0;-1;-1;1;100
1160;-1;0;-1;0;1;-1;-1;74
1161;-1;0;-1;0;1;-1;-1;57
1162;-1;0;-1;0;-1;1;-1;98
1163;1;1;1;-1;-1;-1;1;100
1164;1;-1;-1;0;1;-1;1;100
1165;-1;0;-1;0;1;-1;1;96
1166;-1;0;1;1;-1;1;1;100
1167;1;1;1;1;1;1;-1;46
1168;-1;0;-1;0;-1;-1;1;100
1169;-1;0;-1;0;-1;1;-1;92
1170;-1;0;1;-1;-1;1;-1;100
1171;-1;0;1;-1;1;-1;1;100
1172;-1;0;-1;0;-1;1;-1;89
1173;1;-1;-1;0;1;-1;-1;81
1174;-1;0;-1;0;1;1;-1;58
1175;-1;0;-1;0;-1;1;-1;95
1176;1;1;1;-1;1;1;1;70
1177;1;1;-1;0;1;1;-1;29
1178;1;1;-1;0;1;1;1;80
1179;-1;0;-1;0;1;1;1;61
1180;-1;0;-1;0;-1;1;-1;94
1181;1;1;1;1;-1;-1;1;100
1182;1;-1;1;-1;-1;-1;1;100
1183;-1;0;1;-1;-1;-1;-1;100
1184;-1;0;1;-1;-1;1;1;100
1185;1;1;-1;0;1;-1;1;62
1186;1;1;-1;0;-1;-1;-1;77
1187;1;-1;-1;0;-1;-1;1;100
1188;1;-1;1;1;1;1;1;84
1189;-1;0;-1;0;-1;-1;1;100
1190;-1;0;-1;0;1;-1;1;87
1191;1;1;1;-1;-1;-1;1;100
1192;-1;0;1;1;-1;1;-1;100
1193;1;-1;-1;0;-1;-1;1;100
1194;1;-1;1;1;-1;-1;1;100
1195;-1;0;1;1;1;1;-1;70
1196;-1;0;1;-1;1;-1;1;100
1197;1;1;1;1;1;-1;-1;66
1198;1;-1;-1;0;-1;-1;1;100
1199;1;-1;1;-1;-1;1;1;100
1200;1;1;-1;0;-1;-1;1;100
1201;1;-1;1;1;-1;-1;1;100
1202;1;-1;-1;0;1;1;1;75
1203;1;-1;-1;0;-1;-1;-1;100
1204;1;1;-1;0;-1;-1;-1;86
1205;1;-1;-1;0;1;1;1;81
1206;1;1;1;1;-1;-1;1;100
1207;1;1;1;1;-1;1;-1;65
1208;1;1;-1;0;-1;-1;-1;90
1209;1;-1;1;-1;-1;1;-1;100
1210;1;1;1;-1;-1;1;1;100
1211;1;1;-1;0;-1;-1;1;100
1212;-1;0;1;-1;-1;-1;1;100
1213;1;-1;-1;0;1;-1;-1;100
1214;1;1;1;-1;1;-1;-1;67
1215;1;1;1;-1;1;-1;-1;74
1216;1;-1;1;-1;-1;-1;1;100
1217;-1;0;-1;0;1;-1;1;87
1218;-1;0;-1;0;1;1;-1;51
1219;1;1;-1;0;-1;-1;1;100
1220;-1;0;-1;0;1;-1;1;81
1221;-1;0;1;-1;-1;-1;1;100
1222;1;-1;1;1;1;1;1;100
1223;1;1;-1;0;1;-1;1;58
1224;1;1;1;1;-1;-1;1;100
1225;1;-1;-1;0;1;1;-1;66
1226;1;-1;1;-1;1;-1;1;100
1227;-1;0;-1;0;1;-1;-1;66
1228;-1;0;-1;0;-1;1;-1;93
1229;-1;0;1;1;1;1;-1;72
1230;-1;0;-1;0;1;-1;1;92
1231;-1;0;-1;0;1;1;-1;57
1232;1;1;-1;0;1;1;-1;33
1233;1;1;-1;0;1;-1;1;68
1234;1;1;1;1;1;-1;-1;50
1235;-1;0;1;-1;-1;1;-1;100
1236;1;1;1;1;1;1;-1;58
1237;1;-1;1;1;1;1;1;91
1238;-1;0;-1;0;-1;1;-1;94
1239;1;1;1;-1;1;-1;-1;87
1240;-1;0;-1;0;-1;1;1;100
1241;1;-1;-1;0;-1;1;1;100
1242;-1;0;1;-1;-1;1;-1;100
1243;-1;0;1;-1;1;1;-1;65
1244;-1;0;1;1;1;1;1;80
1245;-1;0;1;-1;-1;1;1;100
1246;1;-1;-1;0;1;1;-1;40
1247;1;-1;-1;0;1;1;1;86
1248;-1;0;1;-1;1;1;1;95
1249;-1;0;1;-1;-1;1;-1;100
1250;-1;0;-1;0;-1;-1;-1;100
1251;1;1;1;-1;1;-1;-1;57
1252;-1;0;1;-1;-1;-1;1;100
1253;1;-1;1;1;-1;-1;1;100
1254;1;-1;1;1;1;-1;1;100
1255;1;-1;-1;0;-1;-1;1;100
1256;1;1;1;1;-1;1;1;88
1257;-1;0;-1;0;-1;-1;-1;100
1258;1;1;-1;0;1;-1;-1;47
1259;1;1;-1;0;1;1;-1;40
1260;-1;0;-1;0;-1;-1;-1;100
1261;-1;0;1;-1;1;1;-1;67
1262;-1;0;-1;0;1;-1;-1;76
1263;-1;0;1;1;1;1;1;81
1264;-1;0;1;-1;1;1;1;81
1265;-1;0;1;1;1;-1;-1;99
1266;1;-1;1;-1;-1;1;-1;100
1267;-1;0;1;-1;-1;1;-1;100
1268;-1;0;1;-1;1;1;1;78
1269;1;-1;1;1;1;-1;1;100
1270;-1;0;1;1;1;-1;-1;55
1271;1;-1;1;-1;1;-1;1;100
1272;1;1;-1;0;-1;-1;1;100
1273;-1;0;1;1;-1;1;1;100
1274;1;-1;-1;0;1;1;-1;74
1275;-1;0;-1;0;-1;-1;-1;100
1276;1;1;1;1;-1;1;-1;74
1277;1;1;-1;0;1;1;-1;54
1278;1;-1;1;-1;-1;-1;1;100
1279;1;1;-1;0;1;1;1;56
1280;-1;0;1;-1;1;1;-1;66
1281;1;-1;-1;0;-1;-1;1;100
1282;1;-1;-1;0;1;1;-1;52
1283;-1;0;1;1;1;1;1;71
1284;1;-1;-1;0;1;-1;1;100
1285;-1;0;1;1;-1;-1;1;100
1286;-1;0;1;-1;-1;-1;1;100
1287;1;1;1;1;-1;-1;1;100
1288;1;1;-1;0;1;-1;1;57
1289;1;-1;-1;0;1;1;-1;65
1290;1;1;1;1;-1;-1;-1;100
1291;-1;0;-1;0;-1;-1;1;100
1292;1;-1;-1;0;1;1;1;100
1293;1;1;1;1;-1;-1;-1;100
1294;1;-1;1;-1;-1;1;-1;100
1295;1;1;-1;0;-1;-1;1;92
1296;-1;0;-1;0;-1;-1;1;100
1297;1;1;1;1;1;1;-1;23
1298;-1;0;1;1;1;-1;1;100
1299;-1;0;1;-1;-1;-1;-1;100
1300;-1;0;1;1;1;1;-1;67
1301;-1;0;-1;0;-1;1;1;100
1302;1;-1;1;1;1;1;-1;86
1303;1;-1;-1;0;1;-1;-1;100
1304;1;-1;-1;0;1;1;-1;76
1305;1;-1;1;1;-1;1;1;100
1306;1;1;1;1;-1;1;-1;98
1307;-1;0;-1;0;-1;1;-1;96
1308;1;-1;1;1;-1;-1;-1;100
1309;1;1;-1;0;-1;1;1;96
1310;-1;0;1;-1;1;1;1;93
1311;1;-1;1;1;-1;-1;1;100
1312;1;1;1;1;-1;1;-1;81
